utc_timestamp,DK_1_price_day_ahead
8007,24.1
8008,24.86
8009,25.6
8010,24.89
8011,24.3
8012,23.76
8013,23.43
8014,25.02
8015,18.52
8016,20.17
8017,17.41
8018,16.08
8019,17.48
8020,20.48
8021,21.95
8022,22.97
8023,23.86
8024,24.5
8025,24.4
8026,24.7
8027,24.59
8028,24.26
8029,24.33
8030,24.8
8031,25.52
8032,27.76
8033,34.99
8034,28.67
8035,25.99
8036,24.66
8037,23.73
8038,22.93
8039,22.24
8040,22.99
8041,22.52
8042,21.72
8043,21.79
8044,23.06
8045,23.38
8046,24.17
8047,25.55
8048,26.16
8049,25.85
8050,25.51
8051,25.12
8052,25.15
8053,25.04
8054,24.71
8055,24.96
8056,25.02
8057,25.01
8058,24.4
8059,23.83
8060,23.38
8061,23.09
8062,22.19
8063,21.22
8064,20.76
8065,20.32
8066,20.26
8067,20.58
8068,21.48
8069,22.32
8070,23.21
8071,29.68
8072,41.76
8073,31.37
8074,29.56
8075,26.36
8076,25.44
8077,25.08
8078,25.09
8079,26.32
8080,31.35
8081,33.08
8082,25.65
8083,24.64
8084,23.59
8085,22.93
8086,22.29
8087,21.22
8088,19.49
8089,18.69
8090,17.37
8091,16.83
8092,17.19
8093,19.37
8094,20.77
8095,21.9
8096,22.19
8097,22
8098,21.95
8099,21.91
8100,21.79
8101,21.71
8102,21.69
8103,21.73
8104,21.85
8105,21.88
8106,21.78
8107,21.48
8108,20.8
8109,20.45
8110,19.71
8111,18.29
8112,16.28
8113,14.94
8114,13.51
8115,13.13
8116,13.39
8117,14.03
8118,15.46
8119,15.61
8120,15.39
8121,15.27
8122,15.74
8123,15.81
8124,15.52
8125,15.2
8126,15.17
8127,15.76
8128,16.78
8129,17.52
8130,16.55
8131,15.91
8132,15.85
8133,15
8134,14.66
8135,13.05
8136,7.72
8137,4.69
8138,4.13
8139,3.64
8140,3.96
8141,4.49
8142,4.47
8143,9.25
8144,12.02
8145,12.09
8146,12.82
8147,13.19
8148,12.66
8149,11.95
8150,14.05
8151,16.26
8152,17.34
8153,17.87
8154,17.15
8155,16.47
8156,15
8157,14.57
8158,13.63
8159,11.62
8160,14.49
8161,13.38
8162,13.19
8163,13.47
8164,14.57
8165,16.43
8166,19.83
8167,21.98
8168,22.96
8169,22.74
8170,22.79
8171,23.12
8172,23.41
8173,23.92
8174,25.82
8175,32.63
8176,44.05
8177,44
8178,36.37
8179,27.06
8180,23.6
8181,22.01
8182,20.51
8183,19.5
8184,19.58
8185,19.19
8186,19.04
8187,19.05
8188,19.36
8189,20.08
8190,22.22
8191,23.15
8192,24.11
8193,22.89
8194,22.74
8195,22.58
8196,22.33
8197,22.42
8198,22.33
8199,22.45
8200,22.74
8201,22.84
8202,22.46
8203,22.11
8204,21.17
8205,20.62
8206,19.67
8207,17.44
8208,16.36
8209,15.22
8210,14.86
8211,14.87
8212,16.47
8213,17.9
8214,19.59
8215,21.07
8216,21.75
8217,21.11
8218,21.08
8219,20.95
8220,21.02
8221,20.94
8222,20.79
8223,21.2
8224,21.51
8225,21.8
8226,21.29
8227,20.56
8228,20.23
8229,19.65
8230,18
8231,15.65
8232,14.22
8233,12.1
8234,10.44
8235,10.59
8236,13.75
8237,15.24
8238,19.06
8239,20.17
8240,20.29
8241,20.28
8242,20.12
8243,19.96
8244,19.96
8245,19.91
8246,19.97
8247,20.22
8248,20.5
8249,20.73
8250,20.47
8251,20.19
8252,19.86
8253,19.47
8254,18.86
8255,16.72
8256,16.28
8257,15.48
8258,15.5
8259,15.85
8260,17.27
8261,18.53
8262,20.49
8263,21.09
8264,21.73
8265,21.56
8266,21.49
8267,21.25
8268,21.04
8269,20.92
8270,20.91
8271,21.04
8272,21.79
8273,21.76
8274,21.45
8275,20.8
8276,20.47
8277,20.09
8278,19.71
8279,16.51
8280,18.02
8281,16.98
8282,16.6
8283,15.98
8284,16.65
8285,18.02
8286,18.85
8287,19.02
8288,20.33
8289,20.35
8290,20.49
8291,20.49
8292,20.41
8293,20.28
8294,20.27
8295,20.64
8296,21.22
8297,21.8
8298,21.73
8299,21.36
8300,20.97
8301,20.7
8302,20.74
8303,20.36
8304,12.51
8305,18.5
8306,18.93
8307,18.98
8308,18.98
8309,19.28
8310,19.37
8311,19.35
8312,19.37
8313,21.92
8314,21.96
8315,22.48
8316,22.38
8317,22.37
8318,22.57
8319,23.66
8320,27
8321,42.86
8322,41.67
8323,28.02
8324,27.64
8325,24.45
8326,22.37
8327,21.55
8328,22.33
8329,21.55
8330,21.36
8331,21.07
8332,21.87
8333,24.62
8334,33.25
8335,53.46
8336,56.7
8337,51.5
8338,47.96
8339,45.64
8340,43.05
8341,46.64
8342,46.92
8343,50.04
8344,50.78
8345,61.25
8346,50.77
8347,45.81
8348,33.91
8349,28.78
8350,22.04
8351,20.92
8352,20.47
8353,20.16
8354,19.99
8355,20.16
8356,20.61
8357,21.1
8358,26.49
8359,49.99
8360,53.71
8361,53.35
8362,51.08
8363,51.39
8364,50.71
8365,50.47
8366,49.6
8367,50.04
8368,50.96
8369,55.25
8370,52.15
8371,44.3
8372,28.57
8373,24.44
8374,21.06
8375,20.32
8376,20.65
8377,20
8378,19.75
8379,19.86
8380,20.44
8381,23.45
8382,31.06
8383,45.64
8384,45.44
8385,41.82
8386,41.78
8387,41.79
8388,41.69
8389,41.71
8390,40.2
8391,41.37
8392,41.67
8393,45.47
8394,43.23
8395,38.82
8396,33.75
8397,29.74
8398,24.66
8399,20.84
8400,19.68
8401,19.19
8402,18.97
8403,18.92
8404,19.59
8405,20.17
8406,25.2
8407,39.01
8408,40.3
8409,40.25
8410,35.85
8411,37.58
8412,35.24
8413,34.49
8414,33.91
8415,35.2
8416,35.24
8417,37.53
8418,35.19
8419,28.29
8420,20.97
8421,20.35
8422,19.7
8423,18.86
8424,17.34
8425,16.76
8426,16.32
8427,16.36
8428,16.98
8429,17.51
8430,18.53
8431,19.8
8432,20.29
8433,20.14
8434,19.97
8435,19.68
8436,19.17
8437,18.73
8438,18.59
8439,18.64
8440,18.84
8441,18.88
8442,18.56
8443,18.13
8444,17.66
8445,17.58
8446,16.65
8447,15.46
8448,6.64
8449,13.82
8450,13.37
8451,13.2
8452,13.6
8453,14.08
8454,14.91
8455,15.46
8456,15.54
8457,15.93
8458,16.24
8459,16.21
8460,16.02
8461,15.97
8462,16.23
8463,16.75
8464,17.25
8465,17.41
8466,17.08
8467,16.62
8468,15.99
8469,15.56
8470,15.25
8471,14.78
8472,12.53
8473,10.92
8474,10.06
8475,9.26
8476,9.4
8477,7.75
8478,9.64
8479,10.85
8480,12.72
8481,13.88
8482,14.34
8483,14.39
8484,14.29
8485,14.31
8486,14.45
8487,14.84
8488,15.51
8489,15.62
8490,15.41
8491,14.79
8492,14.36
8493,14.16
8494,13.36
8495,10.75
8496,8.71
8497,6.4
8498,5.31
8499,6.02
8500,9.48
8501,13.46
8502,14.44
8503,16.41
8504,16.55
8505,16.35
8506,16.23
8507,15.86
8508,15.73
8509,15.71
8510,15.71
8511,16.1
8512,16.29
8513,16.29
8514,16.03
8515,15.14
8516,14.2
8517,13.85
8518,12.03
8519,-0.01
8520,-12.13
8521,-13.31
8522,-10.05
8523,0.07
8524,7.84
8525,12.43
8526,14.86
8527,15.67
8528,15.84
8529,15.39
8530,15.59
8531,15.48
8532,15.35
8533,15.25
8534,15.35
8535,15.83
8536,15.96
8537,15.92
8538,15.28
8539,14.92
8540,14.67
8541,14.66
8542,14.09
8543,11.36
8544,10.05
8545,7.93
8546,3.04
8547,0.83
8548,1.89
8549,7.8
8550,12.21
8551,13.82
8552,14.22
8553,14.21
8554,14.12
8555,13.98
8556,13.68
8557,13.48
8558,13.42
8559,13.7
8560,14.06
8561,14.14
8562,13.89
8563,13.45
8564,13.33
8565,13.23
8566,12.83
8567,11.31
8568,9.92
8569,9.14
8570,8.73
8571,8.57
8572,8.72
8573,9.6
8574,10.07
8575,10.48
8576,11.34
8577,12.2
8578,12.33
8579,12.16
8580,11.4
8581,10.9
8582,11.22
8583,11.45
8584,12.25
8585,11.62
8586,10.47
8587,10.46
8588,8.49
8589,4.04
8590,7.34
8591,0.9
8592,0.01
8593,-0.96
8594,0.02
8595,0.09
8596,3.04
8597,4.08
8598,4.01
8599,4.44
8600,9.59
8601,10.11
8602,10.55
8603,10.68
8604,10.64
8605,10.59
8606,10.72
8607,10.99
8608,12.41
8609,12.86
8610,12.96
8611,12.86
8612,12.47
8613,12.47
8614,12.17
8615,11.48
8616,8.5
8617,5.83
8618,6.36
8619,5.77
8620,7.09
8621,8.61
8622,10.14
8623,10.57
8624,11.4
8625,12.03
8626,12.62
8627,12.57
8628,12.71
8629,11.64
8630,11.16
8631,12.24
8632,14.93
8633,15.35
8634,14.39
8635,13.85
8636,13.32
8637,12.72
8638,11.33
8639,10.57
8640,10.6
8641,8.65
8642,7.29
8643,6.29
8644,3.46
8645,0.11
8646,0.04
8647,0.11
8648,9.8
8649,10.03
8650,9.84
8651,10.79
8652,10.42
8653,10.18
8654,11.21
8655,12.33
8656,15.2
8657,15.52
8658,15.92
8659,15.76
8660,15.29
8661,14.48
8662,14
8663,13.81
8664,15.42
8665,15.41
8666,15.49
8667,15.63
8668,16.57
8669,17.7
8670,18.29
8671,19.89
8672,21.09
8673,23.9
8674,24.21
8675,21.25
8676,20.51
8677,19.71
8678,18.97
8679,18.8
8680,19.23
8681,18.69
8682,18.06
8683,16.44
8684,12.92
8685,12.68
8686,12.31
8687,11.81
8688,14.53
8689,14.37
8690,14.26
8691,13.9
8692,14.02
8693,14.31
8694,14.46
8695,14.44
8696,14.52
8697,14.64
8698,14.64
8699,14.65
8700,14.86
8701,14.9
8702,14.98
8703,14.85
8704,15.72
8705,16.52
8706,16.16
8707,15.95
8708,15.92
8709,15.97
8710,14.88
8711,14.5
8712,15.04
8713,14.38
8714,14.02
8715,14.02
8716,14.72
8717,14.93
8718,15.45
8719,15.98
8720,16.47
8721,16.5
8722,16.62
8723,16.51
8724,16.35
8725,16.26
8726,16.24
8727,16.45
8728,16.73
8729,16.75
8730,16.46
8731,16.04
8732,15.67
8733,15.43
8734,15
8735,13.71
8736,13.48
8737,12.56
8738,10.46
8739,4.17
8740,1.64
8741,3.68
8742,6.68
8743,12.9
8744,15.06
8745,15.48
8746,15.86
8747,16.06
8748,16.1
8749,16.15
8750,16.37
8751,16.86
8752,17.67
8753,17.9
8754,17.6
8755,16.84
8756,16.32
8757,16.29
8758,16.19
8759,15.91
8760,16.39
8761,16.04
8762,15.74
8763,15.57
8764,15.47
8765,15.75
8766,15.36
8767,15.37
8768,15.19
8769,15.39
8770,15.78
8771,16.15
8772,16.5
8773,16.72
8774,17.17
8775,18
8776,18.53
8777,19.11
8778,18.68
8779,17.93
8780,17.69
8781,17.33
8782,16.75
8783,16.25
8784,0.67
8785,9.9
8786,15.03
8787,12.77
8788,11.27
8789,11.91
8790,12.62
8791,13.83
8792,16.12
8793,15.72
8794,15.97
8795,15.98
8796,15.87
8797,15.98
8798,15.99
8799,15.99
8800,16.22
8801,16.51
8802,16.37
8803,16.08
8804,16.15
8805,15.83
8806,15.82
8807,15.31
8808,6.99
8809,-0.01
8810,0.23
8811,4.51
8812,4.12
8813,6.76
8814,0.75
8815,4.27
8816,9.11
8817,15.92
8818,16.7
8819,16.49
8820,16.37
8821,16.35
8822,16.35
8823,16.3
8824,16.45
8825,17.22
8826,16.83
8827,16.48
8828,16.43
8829,16.43
8830,17.03
8831,14.43
8832,13.78
8833,12.77
8834,10.56
8835,3.87
8836,3.2
8837,8.67
8838,18.01
8839,19.54
8840,20.49
8841,20.49
8842,20.47
8843,20.14
8844,19.85
8845,19.83
8846,19.88
8847,20.09
8848,20.79
8849,21.07
8850,20.54
8851,19.77
8852,19.05
8853,18.5
8854,17.71
8855,17.03
8856,17.68
8857,17.33
8858,17.24
8859,17.32
8860,17.66
8861,17.92
8862,18.8
8863,20.51
8864,22.58
8865,21.73
8866,21.78
8867,21.64
8868,20.91
8869,20.61
8870,20.63
8871,20.71
8872,20.96
8873,21.23
8874,20.68
8875,20.48
8876,19.89
8877,19.39
8878,18.73
8879,17.97
8880,20.02
8881,19.63
8882,19.33
8883,19.35
8884,19.51
8885,19.81
8886,20.5
8887,22.06
8888,25.19
8889,28.24
8890,34.97
8891,37.95
8892,37.37
8893,36.61
8894,29.75
8895,28.17
8896,28.23
8897,29.6
8898,28.19
8899,26.87
8900,24.87
8901,22.06
8902,20.47
8903,19.37
8904,21.94
8905,21.75
